team_size,complexity,client_experience,technical_risk,communication_risk,requirement_risk,methodology_risk,composite_risk_score,budget_per_team_member,duration_complexity_factor,risk_assessment_variance,experience_complexity_gap,complexity_vendor_interaction,team_stakeholder_ratio,max_risk,budget_duration_ratio
-0.7077791722078156,-1.1681254200154103,0.09856791088187367,-1.2705335628093208,-0.6336041747406504,-0.742665417609688,-0.2493097358221319,-1.0323884047288088,-0.5024726686730376,-0.6878567353175674,-1.0613419831759616,-0.9096965459963356,-0.7562079414844519,-1.0214723119671556,-1.2697732366734742,-0.4871034269357793
1.7345041879073773,0.6717543205952445,1.7378737962099555,0.40223975076442786,1.3528377930280178,0.3618779327820896,2.000074135967759,1.0460761708161994,0.07266180167851252,0.914362216825748,1.1118074588639895,-0.7308370619019386,0.24628714736749874,0.6948019650534766,0.8615935744253506,0.6225353402597397
3.2211114505861906,1.4176515127346991,-0.26003025153364434,-0.19517928979762508,1.4190525252869732,1.3973873237743808,-0.6846743561685624,0.9526620325894579,-0.40601944627039116,-0.4044578455013181,-0.50600485478581,1.2008453663175493,1.763370970040793,3.269213380584425,0.17405589342572966,4.488030746182426
-0.8139654052563022,-1.7151166942510103,0.3034811465478836,-1.4497592749779369,-0.368745245704828,-1.1568691740066046,0.11349411446656013,-1.406044957635777,-0.13669148071390164,-0.4763875942123021,-0.5384868377671208,-1.4462749982795264,-0.9039139669331708,-1.0727043799379208,-0.9260043961736638,-0.7202972256445317
1.0973867896164575,-0.1238693510201736,-1.5407379744462082,-0.19517928979762508,-0.6336041747406504,0.29284397338260343,0.9842233551594208,-0.23836822980150255,-0.6263011280146296,-0.6198150811315014,0.2237919563910588,0.986213985404273,-0.5732430583479742,1.693827290483397,-0.10095917897411893,0.632226806866232
-0.1768480069653823,0.7214808000712085,0.6108510000468992,0.7009492710454545,0.2271873446257725,0.3618779327820896,-0.8297958962840392,0.8358943598060303,-0.6837504708185707,-0.5647337420284957,-0.5060048547858104,0.09191656493228781,2.0378182947455095,-0.509151632259504,0.10530212532576722,-0.47710940699111853
0.354083158277051,-1.5659372558231193,-0.7210850317821673,-1.4497592749779369,-0.1038863166690055,-1.1568691740066046,0.47629796475525216,-0.8689136628320105,0.034156934238205164,-0.5755340045977125,-0.5788273650181034,-0.6235213714453003,-0.7790785518765116,2.462308310044874,-0.5822355556738534,0.7003842221645045
0.14171069218007767,0.5225748821673537,1.4305039427109398,0.34249784670822275,-0.43495997796378366,-1.0878352146071184,-0.6121135861108239,-0.5653177135950992,-0.24823216395576164,-0.3333921177958714,-0.5557756351603991,-0.6235213714453003,-0.19778387107832732,0.6179538630973291,-0.3072204832740051,0.48170972791396544
-0.38922047306235563,1.4176515127346991,0.866992544629412,1.477594023776124,-0.5011747102227392,1.2593194049754086,0.47629796475525216,2.610762986114128,0.718604284711535,0.48202770617999857,2.3890828541613374,0.41386363630220235,6.2536341436818494,-0.45791956428873887,2.855452849324251,0.056770485248744326
0.035524459131591,0.07503656688368116,-0.10634532478413673,0.5814654629330442,0.35961680914368355,-0.4665295800117436,1.1293448952748977,0.6957731524659173,-0.5551572019181807,-0.252282145901053,-0.45990139507040123,0.12768846175116733,-0.02911311943688689,-0.18895120744222188,0.036548357225805364,-0.4494728824502707
